id	1CMET2-PWY: folate transformations III (E. coli)	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	ARO-PWY: chorismate biosynthesis I	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	CALVIN-PWY: Calvin-Benson-Bassham cycle	COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	COA-PWY: coenzyme A biosynthesis I (prokaryotic)	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	GLUTORN-PWY: L-ornithine biosynthesis I	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	HISTSYN-PWY: L-histidine biosynthesis	HSERMETANA-PWY: L-methionine biosynthesis III	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	NONMEVIPP-PWY: methylerythritol phosphate pathway I	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	PANTO-PWY: phosphopantothenate biosynthesis I	PENTOSE-P-PWY: pentose phosphate pathway	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	PWY-1042: glycolysis IV	PWY-2942: L-lysine biosynthesis III	PWY-3001: superpathway of L-isoleucine biosynthesis I	PWY-3841: folate transformations II (plants)	PWY-4041: &gamma;-glutamyl cycle	PWY-5097: L-lysine biosynthesis VI	PWY-5100: pyruvate fermentation to acetate and lactate II	PWY-5103: L-isoleucine biosynthesis III	PWY-5384: sucrose degradation IV (sucrose phosphorylase)	PWY-5667: CDP-diacylglycerol biosynthesis I	PWY-5686: UMP biosynthesis I	PWY-5695: inosine 5'-phosphate degradation	PWY-5941: glycogen degradation II	PWY-5973: cis-vaccenate biosynthesis	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	PWY-6123: inosine-5'-phosphate biosynthesis I	PWY-6124: inosine-5'-phosphate biosynthesis II	PWY-6151: S-adenosyl-L-methionine salvage I	PWY-6163: chorismate biosynthesis from 3-dehydroquinate	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	PWY-6317: D-galactose degradation I (Leloir pathway)	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	PWY-6608: guanosine nucleotides degradation III	PWY-6609: adenine and adenosine salvage III	PWY-6700: queuosine biosynthesis I (de novo)	PWY-6703: preQ0 biosynthesis	PWY-6936: seleno-amino acid biosynthesis (plants)	PWY-7111: pyruvate fermentation to isobutanol (engineered)	PWY-7199: pyrimidine deoxyribonucleosides salvage	PWY-7221: guanosine ribonucleotides de novo biosynthesis	PWY-7237: myo-, chiro- and scyllo-inositol degradation	PWY-7238: sucrose biosynthesis II	PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	PWY-7663: gondoate biosynthesis (anaerobic)	PWY-7790: UMP biosynthesis II	PWY-7791: UMP biosynthesis III	PWY-7851: coenzyme A biosynthesis II (eukaryotic)	PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	PWY-7977: L-methionine biosynthesis IV	PWY-8178: pentose phosphate pathway (non-oxidative branch) II	PWY0-1296: purine ribonucleosides degradation	PWY0-1319: CDP-diacylglycerol biosynthesis II	PWY0-1477: ethanolamine utilization	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	PWY66-429: fatty acid biosynthesis initiation (mitochondria)	PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	THRESYN-PWY: superpathway of L-threonine biosynthesis	TRNA-CHARGING-PWY: tRNA charging	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	VALSYN-PWY: L-valine biosynthesis
magic.0034	0.0	0.0	0.0	0.0	0.9999791266	0.0	0.0	0.0	0.0	0.9999989167	0.4498676669	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0139688646	0.0	0.993351461	0.0	0.4296901312	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.9999707775	1.0	0.9997814941	0.0	1.0	0.7445500741	1.0	1.0	0.6470271179	0.0	1.0	0.0	0.8474025355	0.9999999994	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0096331349	0.0	1.0	0.0
magic.0035	0.0	0.0	0.0	0.0	9.8247e-06	0.0	0.0	0.0	0.0006718638	0.0549865602	4.21e-08	0.0175989658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004857207	0.0	0.0	0.0005666186	0.0	0.0	0.0	0.0	0.1290950969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999955	0.0	1.0	0.0086262488	0.1169089689	0.0010195482	8e-10	0.9895884599	9.3541e-06	0.1169089689	0.3175062265	0.0	2.68125e-05	1.1997e-05	0.292980573	1.0	0.0	0.0	0.0	0.0	0.185960947	3.58999e-05	0.0	0.0	0.0	1.0	2.73e-08	2.73e-08	0.0005375633	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.984666061	0.0	0.0	2.162e-07	0.0	0.4826847664	0.0
magic.0037	3.26368e-05	0.0	0.0	0.0	6.02212e-05	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0001382934	0.0	0.0	0.0	0.0	0.0	0.0004020245	0.0	1.0	0.9952550856	1.0	0.0	0.1227270959	0.0	0.9999598561	0.0	0.0	0.0	0.8845867033	4.62e-08	1.0	0.0	0.9999189283	0.9819573735	0.9775480133	0.0	0.0	0.9999999399	0.7190129999	0.9775480133	0.0	0.9999950776	0.9999948725	1.0	0.0	0.1691792546	0.060496623	0.999999674	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9998986624	4.62e-08	0.0063687674	0.0	0.9999929681	1.0	0.0	0.0	0.8845867033	0.0	0.7977159362	0.9962892068	1.0	0.0617423104	0.5731391211	0.0002119941	0.0	1.0
magic.0038	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.6799890771	1.0	0.0	0.8996441363	0.9998358694	0.0	1.0	0.0	1.85081e-05	1.0	0.0	1.0	0.0013566453	0.0	0.0	0.9999905443	1.0	1.0	0.0001129436	0.0	0.9928527731	0.0	0.0013566453	1.0	0.9999179033	0.9442730967	0.9034853203	0.0	0.9999726411	0.0	1.0	1.0	1.988e-07	1.0	1.0	0.5184947594	1.0	0.9534079998	1.0	1.0	1.0	0.0	1.0	0.0	0.9696714573	0.9999971235	1.0	0.0	1.0	1.0	0.9999999999	0.0	0.0	0.9034853203	0.9034853203	0.6296179238	0.9999864918	0.0	1.0	1.0	0.9829239253	1.0	1.0	0.9953711136	0.0	0.0	0.999924891	1.0	1.0	1.0
magic.0039	0.0	0.0011953345	0.0	0.0	1e-10	1.0	5.5246e-06	1.0	0.0	4.9e-09	0.0	9.5e-09	1.72076e-05	3.24e-08	3.44147e-05	0.0	5e-09	6.6295e-06	0.0	1.0	0.0	0.9741186617	0.9937418036	0.861434326	0.997552904	0.0	0.0	0.2412254626	0.926409054	0.0	0.0	4.1434e-06	2.22e-08	1.0	0.0	1.0	0.000103236	0.999999999	0.0033008193	0.0881815093	0.0	0.0	0.0015703215	1e-10	0.0881815093	0.0	0.861434326	0.8527589637	0.9799604472	1.0	1.0	0.0008974246	0.959084597	0.0018820914	1.0	1.275e-07	0.0	0.0	0.891318336	0.0	1.0	0.0	0.0	0.0	0.8209480615	0.9986601654	0.991276765	7.0236e-06	1.0	0.9960970783	1.0	0.2679712925	0.0	0.0	0.0924233644	0.5358757465	0.0	1.0
magic.0040	0.0	0.0	0.0	0.0	0.9493370221	0.0	0.0	1.7e-09	7.6405e-05	0.6586918107	0.493015113	5e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0463069637	0.0	0.0	0.0032677112	0.0208566955	0.0	0.2115910443	0.0	0.9999021791	0.0	0.2384473317	1.9e-09	0.0	0.640349017	0.0	0.1459868191	1.0	0.0	0.9992356924	0.9999965824	0.999995728	0.9999999926	0.9999992493	0.999994924	0.9304807338	0.999995728	0.9829324135	0.0	0.8678881233	0.0187399503	3.6e-09	1.0	2.76951e-05	0.0	0.9996368619	0.0	0.9999348366	0.9996208346	0.0	0.0	0.3088264159	0.999044798	0.1459868191	0.1459868191	6.11249e-05	0.0	0.0	0.0024300289	1.0	0.0	0.1118199889	0.0	0.9966291323	0.0	0.0	0.9918194139	0.2724385427	1.0	1.0709e-06
magic.0041	0.0	0.0	5.7646e-06	2.135e-06	0.9999999412	0.0	1.0	0.0	0.0	0.0	0.9999998593	0.0	1.0	1.201e-06	0.9999999999	0.9989277363	1.0	1.0	6.6338e-06	0.0	1.0	0.0	0.0	0.9999867436	0.0	0.9588453284	0.9737720943	0.9999999514	1.0	0.9645133342	1.0	1.0	1.0	0.0	0.473507526	0.0	1.0	0.0	0.0036085206	1.0	0.0	0.0	1.0	0.9999999178	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.9374294328	0.0002267883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3802828811	0.9999999027	0.9999999993	0.0	1.0	1.0
magic.0042	0.0	3.1093e-06	0.0	0.0	0.0	1.0	0.0025728214	0.9960463493	0.0	0.0	0.0	0.0	1.0	0.0	0.9999999799	0.0	0.0	0.0030857979	0.0	1.0	0.0	0.0361083816	0.999361729	0.3097504955	0.9988553082	0.0	0.0	0.0	0.999962736	0.0	0.0	0.001930858	1.0	1.0	0.0	1.0	1.0	0.0	0.9999999976	0.999999999	0.0	0.0	3e-10	0.0	0.999999999	0.0	0.3097504955	1.005e-07	0.2641654737	1.0	0.7496289343	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	7.33e-08	1.0	1.0	1.0	1.0	1.0	1.0	0.9999925895	0.0	0.0	4.84e-08	0.0479342078	0.9204351183	1.0
magic.0043	0.5252946366	0.0	0.0	0.0	6.87111e-05	1.0	0.0196569541	1e-10	0.999999965	1.0	1.57506e-05	0.9999999995	0.0	0.0	0.0	0.0016948047	0.0	0.023495973	0.8286771693	0.0	0.0	1.0	1e-10	1.0	1.0	0.6731081224	0.0	0.9997656729	0.0	0.6568795539	0.0	0.0148155226	0.0	1.0	0.0044576786	1.0	0.0	1.0	1.0	1.0	1.3667e-06	1.1389e-06	0.0	0.99999663	1.0	0.0	1.0	1.0	1.0	0.0072864298	1.0	0.9996814733	1.0	0.0	1.09473e-05	0.0019523521	1.0	0.0	0.0	0.0	1.0	0.0044576786	0.8267060054	0.9999999563	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.9999430151	0.804317065	0.9995313599	1.0	0.9999912165	0.0011868989	1.0
magic.0044	0.0	1.0	0.0	0.0	0.9999999856	1.0	1.0	1.0	3.24399e-05	2.59521e-05	0.9638841138	1.0	0.0001155042	0.0	1.0	0.0	0.0	1.0	0.6593594013	1.0	0.0	0.8996636475	0.8414280345	0.9999805857	1.0	0.0	0.0	1.0	0.0	0.0	0.9988524439	1.0	0.0	1.0	0.1640716165	1.0	0.0006811253	0.1546473755	1.0	1.0	0.9762455726	0.9716294722	0.0	0.9999999798	1.0	0.0004618271	0.9999805857	0.995175716	1.0	1.0	0.9999999823	0.0433654685	0.0067399122	0.0	1.0	0.9572924504	0.9999946563	0.0	0.0266211867	0.0	1.0	0.1640716165	0.1640716165	2.59521e-05	1.0	1.0	1.0	0.9076345259	1.0	0.0	1.0	1.0	0.0543815054	0.0	2e-10	0.9999999995	0.0	1.0
magic.0045	0.0	0.0	0.8556815602	0.0	0.0	4e-10	1.0	0.096456616	0.0	0.0	0.0	1.0	1.0	1.0	0.1779210044	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0002527287	0.0	0.0	0.0	1.0	1e-10	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.9999999998	0.0	0.0	1.0
magic.0046	2e-10	0.0	0.0	0.0	0.0	0.7201946827	0.0	0.0	0.0	0.0	0.0	0.0889808394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36685e-05	0.9998840966	0.4588691391	0.0	1e-09	0.0163815833	0.0	0.0	0.0	0.0	1.8e-09	0.0	0.9999676169	0.0	0.0	1e-10	0.0	0.0	0.0	0.3807050107	2.49e-07	0.0	0.0	0.0	1.31218e-05	0.9818014432	0.0	1.0	0.0995255956	1.0	0.0	0.0	0.0	0.978312742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.568e-06	0.3634687701	0.0	0.0	1.8e-09	0.0	0.0	0.0201726739	0.6115763094	5e-10	0.1986267626	0.0	0.0	8.23615e-05
magic.0048	0.0	1.0534e-06	0.0001836359	0.0	6.7825e-06	0.9888362156	0.9999988589	0.0004460267	0.0	2.2632e-06	0.0	1.0	0.1631823653	3.83422e-05	0.7130954287	0.0	0.0	0.9999990776	0.0	1.0	0.0	0.0	0.1904245672	4e-10	0.9999874474	0.331927688	0.0	1.1878e-06	0.9524559354	0.0001915175	0.0	0.9999985241	0.1592318249	1.0	0.0	1.0	1.0083e-06	2.26e-08	0.0001241581	0.9987260598	0.0	0.0	0.0204940319	4.8446e-06	0.9987260598	0.0	4e-10	0.0	3e-10	1.0	0.2257626154	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.722e-07	0.0	0.9999647771	0.0	0.0	0.0	0.0	0.0199727854	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.9998467457	0.0	0.7371370501	0.002222473	1.0
magic.0049	0.9999989984	0.9188066028	1.0	1.0	1.0	0.9999946584	1.0	1.0	0.0	0.0	0.8151351978	1.0	1.0	1.0	1.0	1.0	0.9999986639	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.8918431211	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.9999999995	0.0026233435	1.0	0.9957456742	1.0	1.0	6e-10	5e-10	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0017504263	0.0	1.06e-08	0.9999998695	1.0	0.0	1.0	0.0	1.0	0.8047986148	0.9946877428	0.1973785192	0.1973785192	0.0	0.0	0.9999979969	1.0	0.0	0.0	0.9794403391	1.0	0.0	0.1355798605	0.9999989829	1.0	0.0	0.9999999728	1.0
magic.0050	0.0335126433	0.9982380923	2.431e-07	9e-08	0.9999498951	1.7e-08	1.0	3e-10	0.0	0.0	0.9882457672	1.0	0.7861829355	5.06e-08	0.4648636516	0.9802355344	0.4216624946	1.0	0.9991543095	1e-10	0.9999989725	0.0	2e-10	0.9999999958	0.9999994469	0.9521544126	0.2000219051	0.9744360578	0.9999983462	0.9587072571	0.9999989725	1.0	0.0050882778	0.0	0.0814466061	1e-10	0.9566374439	0.0328136758	0.3006376723	0.8762373525	0.0033635811	0.0200898779	0.3680214664	0.9999905682	0.8762373525	0.0	0.9999963542	0.999999997	0.9999999968	0.0	0.0	0.0	2.02e-08	0.0	1.0	3e-10	0.9999999989	1.0	1.0	0.1111575316	0.0338921488	5e-10	5e-10	0.0	0.1095426243	0.0170495054	1e-10	0.0	0.0	0.0	0.5274448246	0.0380211843	0.9999899671	0.5017135804	0.944215715	3.75343e-05	0.846486413	1.0
magic.0051	0.1470027757	0.9999999726	1.0	1.0	1.0	0.7932913605	1.0	0.7461925369	0.0	0.0	0.9587135404	1.0	1.0	1.0	1.0	1.0	0.1677167428	1.0	0.0	1.0	1.0	0.0002196778	1.0	1.0	1.0	1.0	1.0	0.2024172549	1.0	1.0	1.0	1.0	1.0	5.6886e-06	1.0	0.9972162118	1.0	0.9999999998	1.0	1.0	1.314e-07	0.0931485886	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.9958301217	0.0217785614	0.5749250919	0.9966528408	1.0	3.56e-08	1.0	0.0	1.0	1.0	0.9999999997	0.7560318351	0.7560318351	0.0	0.0304307979	0.1184321818	1.0	0.0	5.6886e-06	9.5887e-06	1.0	0.247817821	1.0	0.1126052503	1.0	0.0003803251	1.0	1.0
magic.0052	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0956618617	0.0	0.1746192938	3.47919e-05	1.0	1.0	0.6489540993	0.0	7.542e-07	0.0	0.0	1.0	0.0	0.9854789084	0.0002320734	1.0	0.0211916036	0.9875274766	7.542e-07	1.0	1.09883e-05	0.0	1.0	0.0	0.3882618929	0.0	1.0	1.0	0.0	0.9874908567	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.9912364425	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
magic.0053	0.0	0.2879959893	0.9254036626	0.822621674	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.7210191805	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.1188098334	1.0	9.56e-08	1.0	0.0004107716	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.9999999351	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
magic.0059	0.0	0.0	0.0	1.043e-07	0.9999927395	0.0	0.963467061	0.0	0.9607026454	0.9513561999	0.9999854519	0.0	0.0	0.0	0.9998632241	0.9039995544	0.0	0.9693693787	0.918989225	0.0	0.9890672721	0.0	0.0	0.9174784727	0.0	0.9999999999	0.0	0.9814864783	0.0	0.7832899822	0.9890672721	0.9518754591	0.9989990561	0.0	0.9989732753	0.0	0.9999547692	0.0	0.8698702762	0.999999892	0.4546240453	0.9874781782	0.9999999997	0.9999973851	0.999999892	0.0	0.91747866	0.9289399463	0.8997902704	0.0	0.0	0.0	0.0	0.0	0.7365644841	0.0	0.8694224577	0.0	1.0	0.8034323858	0.0	0.9989732753	0.9989732753	0.9513561999	0.0	0.0	0.0	0.0	0.0	0.0	0.999919047	0.0	0.0	0.9993203991	0.8547170956	0.0	0.9910878875	0.9999999935
magic.0060	0.9999999999	1.0	0.0	0.0	1.0	0.9999981065	0.9999737329	0.8135127398	0.0	0.0	0.9998963609	1.0	0.5052453472	0.0	0.0175820979	0.9999672498	0.9997990554	0.9999781107	0.4676133294	0.5925184559	0.1768197789	0.9568721013	0.7170532211	1.0	1.0	0.9999999974	0.0	0.9999999999	1.0	0.9999999084	0.1768197789	0.9999649776	0.0	0.9999987848	0.9999671265	1.0	0.8351465891	0.9999999998	0.9780877795	1.0	0.9999999643	0.9999999721	1.2e-09	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.8670836073	0.9999999645	0.0	0.9939598056	0.5389089574	1.0	1.0	0.9512188687	0.7857959361	0.9999999998	0.9999671265	0.9999923938	0.0	0.9999999849	1.0	0.6376571838	0.0	0.9999987848	0.0	0.9826859199	0.9999989911	1.0	0.98160746	0.9999496559	0.9971545662	0.0	1.0
magic.0062	0.0	0.9026354849	0.9950860609	0.0005218962	0.0651521198	1.0	0.9999999993	1.0	0.0	0.0052037352	0.0	1.0	3.8712e-06	0.9999997654	0.001013381	4e-10	0.0	1.0	0.0	1.0	0.0	0.9891291842	0.8080429972	0.0021966874	0.9999999949	0.0	0.0	0.3623085862	0.9401058202	0.0	0.0	1.0	1.54845e-05	1.0	0.9791888275	1.0	2.32265e-05	0.0	0.9999986297	0.9999999641	0.6293919145	0.9166985884	0.998734552	0.0816822495	0.9999999641	0.0	0.0021967715	0.9432685991	0.9326861295	1.0	1.0	0.0	0.0	0.9080775783	1.0	0.0	3.22085e-05	0.0	1.0	0.0	0.9999999999	0.9791888253	0.0004403031	0.0	0.0015387542	0.0	0.7504233878	1.0	1.0	1.0	1.0	0.9999999454	0.0	0.9190050897	0.8519334961	0.8463109976	0.9997754767	1.0
magic.0063	0.8675434525	0.0	0.0460084532	0.0184563381	0.9998338867	0.9999728574	0.0	1e-09	0.9985038182	0.9981304721	0.9983694312	1.0	9.01e-08	0.0103854309	0.8463264162	0.9999193802	0.0	0.0	0.8223443118	3e-10	0.0	0.9999999978	6e-10	0.9999779299	1.0	0.9959929419	0.0	0.8675672254	0.0	0.9825151914	0.0	0.0	0.0	1.0	0.7005357361	1.0	5.408e-07	0.9465317862	0.9997458564	1.0	0.5826629213	0.9996900188	0.9999987313	0.9997836296	1.0	0.0	0.9999782504	0.9999999372	0.9999998551	0.0	1.0	0.9950244856	0.9999999736	0.0	0.723178912	0.0068894673	0.9194277968	0.0	0.9999555687	1.64065e-05	0.9340463388	0.7005357361	0.7005357361	0.9981304721	0.9999689877	0.999999997	4e-10	4.158e-07	1.0	0.0	0.9999999996	0.9999999993	0.1065815778	0.7307775262	0.9999974432	0.9996700486	0.0	1.0
magic.0064	0.0054366079	1.0	0.0	0.0	0.9999951629	0.992269613	1.0	0.861861319	0.3843910632	0.3331227307	1.71087e-05	1.0	0.9999999527	0.0	1.0	0.0	0.9950419506	1.0	0.4024659133	0.6440134483	0.0	0.0	6.0824e-06	0.996700657	1.0	0.0900981302	0.0	1.0	0.0	0.1035593411	1.0	1.0	0.0	1.0	0.9999999988	1.0	0.9999999921	0.8505903582	1.0	1.0	0.9999951746	0.9999942095	0.0050147085	0.9999932281	1.0	0.9999999882	0.996700657	0.9295843611	0.9999861849	0.2120478288	1.0	1.0	1.0	0.0	0.0111311273	1.0	1.0	0.0	1.0	0.0	0.8199627722	0.9999999988	0.9999999988	0.3331227307	0.9999999969	1.0	0.63411295	1.0	1.0	0.0	1.0	0.999999948	1.4e-09	0.0008409837	1.237e-07	1.0	0.9452252425	1.0
magic.0068	8.5715e-06	0.7978577767	0.3528771669	0.0006549701	0.1330852403	0.5248192115	0.0	0.1922071578	0.0	0.2186149206	4.41219e-05	1.0	2.66445e-05	0.1044360863	5.32752e-05	0.9133797473	0.9936950447	0.0	2.3293e-06	0.4147700837	0.0	0.5994193628	0.0036640402	0.0012284829	0.9888369424	0.6481423863	0.0	0.8612062813	0.0039650954	0.6169831269	6.9621e-06	0.0	0.0023309843	0.3845856751	0.0593477247	0.9993756101	7.05e-08	0.7314729834	0.2240716643	0.9477252745	0.2614739733	0.2278232976	0.4411015936	0.0988183928	0.9477252745	0.0	0.0012284839	7.73126e-05	0.0019675554	0.000188239	0.9999997029	0.9594548046	0.9629998299	0.4470804859	0.8689397021	0.3469038825	0.9995945663	0.0	4.7e-08	0.2710579531	0.6914954745	0.0593477247	0.0593477247	0.0	5.69431e-05	0.9615144974	0.4946551938	0.0	0.3845856751	0.1046533612	0.9999999999	0.1729114719	0.4411962901	0.8820950092	0.9276966886	0.0289637852	4.95e-08	0.9989785177
magic.0070	0.0	0.2077059716	0.9993958965	0.0	0.8751950287	1.0	0.8222511319	0.999700616	0.0	0.0	0.0	1.0	0.222763694	0.9971243523	0.4019188913	0.0	0.0	0.8473538293	1e-10	1.0	0.0	0.0	0.9489467613	1.61274e-05	0.9999911002	0.0	0.0	0.8190701545	0.9999999498	0.0	0.0	0.7762581306	0.0001097694	1.0	0.0	0.9999999999	0.6314952186	0.5252014533	0.0511844485	0.2978297101	0.0	0.0	0.0689314499	0.8568339842	0.2978297101	0.0197590815	1.61274e-05	0.0	0.0062548656	0.9999999999	0.9983870352	7.71983e-05	0.0007438708	0.8408043239	1.0	0.0	0.0	0.0	0.9969598364	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.9999976409	0.0	0.7521533264	1.3e-09	0.2848809556	0.0002528012	1.0
magic.0071	0.0	0.0	0.9989263156	0.0	0.9999593978	1.0	1.0	0.0423740374	0.0	0.0	0.0	5.02e-08	0.0	1.0	2.515e-06	0.0	0.0	1.0	0.0	1.0	0.0	0.8076316427	1.0	3.3207e-06	0.0426952368	0.0	0.0	0.0	1.0	0.9094001624	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0292576131	0.0	1.0	0.0	0.0	2.09104e-05	0.9999431578	1.0	0.0	0.9997150158	5.592e-07	0.9996437951	1.0	0.0	0.3259586654	0.0	0.9977577256	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9995929294	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999991	0.0	1.97397e-05	0.0073826788	0.0118101796	0.0	1.0
magic.0072	1.7513e-06	0.8972157073	0.0	0.0	0.9938645975	1.0	2.58064e-05	0.9996356415	5.02303e-05	0.0001162707	0.8642193578	1.0	0.0	0.0	0.0	0.6275199226	0.0001237715	3.09676e-05	0.9674007324	0.9989077204	0.0	0.4421986312	0.0229688472	0.9999999162	0.9988110702	0.9999998405	0.0	0.9998807165	1.2936e-06	6.6769e-05	0.0	1.93549e-05	0.0	1.0	0.3616916466	1.0	0.0	0.9753921653	0.8410861368	0.9993475113	0.6515601186	0.99569367	8.25176e-05	0.9999999355	0.9993475113	0.0	0.9999999162	0.9999999129	0.9999999996	0.0	1.0	1.0	1.0	8.25177e-05	1.0	0.0397334822	0.5829478764	0.0	0.0	0.0	0.9694282825	0.3616916466	0.9994747069	4.01846e-05	0.9999998803	1.0	0.999121649	0.0	1.0	0.0	1.0	0.8930999682	0.9999999972	0.9997582901	0.9999544899	0.99416714	0.0	1.0
magic.0073	0.0	0.0	0.0025995392	0.0	8.383e-07	1.0	0.9716635378	0.0	0.0	0.0	0.0	0.0	0.6873867885	0.2323352383	0.2521813107	0.0	0.0	0.9954025301	0.0	1.0	0.0	0.0	0.9999953078	9e-10	0.9849349474	0.0	0.0	0.0069549699	1.0	0.0	0.0	0.9926642836	0.9798215142	0.9904093779	0.0	1.0	0.0	1.7008e-06	0.0213271784	0.9999609854	0.0	0.0	0.0	5.988e-07	0.9999609854	0.0	9e-10	0.0	7e-10	1.0	0.0018324892	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.9904093779	0.99920313	1.0	0.0003565929	0.0	0.0610553291	1e-09	5.39e-08	0.0	1.0
